City,State,Zip Code,Latitude,Longitude,Landfill ID,DDRT_ID,main_landfill_ID,geometry,facility_id,facility_label,x,y,PFAS_CT_2020
Howe,ID,83244,43.7885,-113.015,2174.0,,2174.0,POINT (-113.015 43.7885),2174.0,MLF,-113.015,43.7885,33.098961297
Terreton,ID,83450,43.851,-112.539,2183.0,,2183.0,POINT (-112.539 43.851),2183.0,MLF,-112.539,43.851,24.423946275
Payette,ID,83661,44.064474,-116.861139,2190.0,,2190.0,POINT (-116.861139 44.064474),2190.0,MLF,-116.861139,44.064474,194.324821894
Coeur d' Alene,ID,83814,47.534,-116.934,2067.0,,2067.0,POINT (-116.934 47.534),2067.0,MLF,-116.934,47.534,2780.476233912
Pocatello,ID,83204,42.782,-112.375,1988.0,,1988.0,POINT (-112.375 42.782),1988.0,MLF,-112.375,42.782,500.271441888
Council,ID,83612,44.635,-116.486,2177.0,,2177.0,POINT (-116.486 44.635),2177.0,MLF,-116.486,44.635,67.869688385
Twin Falls,ID,83301,42.4182,-114.4991,2181.0,,2181.0,POINT (-114.4991 42.4182),2181.0,MLF,-114.4991,42.4182,466.605947568
Island Park,ID,83429,44.4505,-111.3705,2182.0,,2182.0,POINT (-111.3705 44.4505),2182.0,MLF,-111.3705,44.4505,18.671488584
Salmon,ID,83467,45.118893,-113.861523,2185.0,,2185.0,POINT (-113.861523 45.118893),2185.0,MLF,-113.861523,45.118893,58.96194328
Burley,ID,83318,42.462,-114.005,2191.0,,2191.0,POINT (-114.005 42.462),2191.0,MLF,-114.005,42.462,224.649955535
Nampa,ID,83686,43.493,-116.704,2175.0,,2175.0,POINT (-116.704 43.493),2175.0,MLF,-116.704,43.493,860.320670808
Mayfield,ID,83716,43.256283,-115.902837,20702.0,,20702.0,POINT (-115.902837 43.256283),20702.0,MLF,-115.902837,43.256283,98.84357951
St Anthony,ID,83445,43.9808,-111.6779,2192.0,,2192.0,POINT (-111.6779 43.9808),2192.0,MLF,-111.6779,43.9808,301.973665907
Danville,IL,61832,40.09966,-87.6163,1864.0,,1864.0,POINT (-87.6163 40.09966),1864.0,MLF,-87.6163,40.09966,1122.234261196
Clinton,IL,61727,40.114,-88.958,481.0,,481.0,POINT (-88.958 40.114),481.0,MLF,-88.958,40.114,162.019160916
Marissa,IL,62257,38.26,-89.78,2306.0,,2306.0,POINT (-89.78 38.26),2306.0,MLF,-89.78,38.26,357.947049978
Grayslake,IL,60030,42.32424,-88.0289,495.0,,495.0,POINT (-88.0289 42.32424),495.0,MLF,-88.0289,42.32424,9863.501296414
DeKalb,IL,60115,41.898,-88.686,480.0,,480.0,POINT (-88.686 41.898),480.0,MLF,-88.686,41.898,3509.37631902
Atkinson,IL,61235,41.407503,-90.003647,21398.0,,21398.0,POINT (-90.003647 41.407503),21398.0,MLF,-90.003647,41.407503,138.960861383
Macomb,IL,61455,40.484333,-90.638,499.0,,499.0,POINT (-90.638 40.484333),499.0,MLF,-90.638,40.484333,136.37878225400001
Taylorville,IL,62568,39.54693,-89.29487,471.0,,471.0,POINT (-89.29487 39.54693),471.0,MLF,-89.29487,39.54693,181.919476104
Baylis,IL,62314,39.698,-90.914,2313.0,,2313.0,POINT (-90.914 39.698),2313.0,MLF,-90.914,39.698,50.459076780000004
Hoopeston,IL,60942,40.445375,-87.63883,1872.0,,1872.0,POINT (-87.63883 40.445375),1872.0,MLF,-87.63883,40.445375,123.178933406
Hopedale,IL,61747,40.427915,-89.464918,12145.0,,12145.0,POINT (-89.464918 40.427915),12145.0,MLF,-89.464918,40.427915,228.019275405
Oneida,IL,61467,41.015,-90.248,2308.0,,2308.0,POINT (-90.248 41.015),2308.0,MLF,-90.248,41.015,433.235752671
Ottawa,IL,61350,41.347899,-88.913509,2309.0,,2309.0,POINT (-88.913509 41.347899),2309.0,MLF,-88.913509,41.347899,222.534450472
Effingham,IL,62401,39.101,-88.526,2310.0,,2310.0,POINT (-88.526 39.101),2310.0,MLF,-88.526,39.101,654.806176179
Lansing,IL,60438,41.586111,-87.55,1857.0,,1857.0,POINT (-87.55 41.586111),1857.0,MLF,-87.55,41.586111,14109.047696448
Dixon,IL,61021,41.731,-89.395,2324.0,,2324.0,POINT (-89.395 41.731),2324.0,MLF,-89.395,41.731,238.504138691
Litchfield,IL,62056,39.17,-89.615,1877.0,,1877.0,POINT (-89.615 39.17),1877.0,MLF,-89.615,39.17,273.551511748
Pontiac,IL,61764,40.93178,-88.65735,497.0,,497.0,POINT (-88.65735 40.93178),497.0,MLF,-88.65735,40.93178,165.580514533
East St. Louis,IL,62201,38.6547,-90.1302,516.0,,516.0,POINT (-90.1302 38.6547),516.0,MLF,-90.1302,38.6547,3007.832436057
Davis Junction,IL,61020,42.14322,-89.0769,1899.0,,1899.0,POINT (-89.0769 42.14322),1899.0,MLF,-89.0769,42.14322,96.136749978
Brimfield,IL,61517,40.742538,-89.798606,1868.0,,1868.0,POINT (-89.798606 40.742538),1868.0,MLF,-89.798606,40.742538,1321.9148193620001
Du Quoin,IL,62832,38.035,-89.301,2312.0,,2312.0,POINT (-89.301 38.035),2312.0,MLF,-89.301,38.035,134.377973149
Wilmington,IL,60481,41.34,-88.13,2315.0,,2315.0,POINT (-88.13 41.34),2315.0,MLF,-88.13,41.34,4015.756404363
Milan,IL,61264,41.379843,-90.510288,12144.0,,12144.0,POINT (-90.510288 41.379843),12144.0,MLF,-90.510288,41.379843,281.910282381
Jerseyville,IL,62052,39.08687,-90.31789,1873.0,,1873.0,POINT (-90.31789 39.08687),1873.0,MLF,-90.31789,39.08687,185.029575392
Rochelle,IL,61068,41.926,-88.997,507.0,,507.0,POINT (-88.997 41.926),507.0,MLF,-88.997,41.926,80.79672418
Edwardsville,IL,62025,38.8274,-90.0125,1874.0,,1874.0,POINT (-90.0125 38.8274),1874.0,MLF,-90.0125,38.8274,890.641171701
Springfield,IL,62707,39.860188,-89.607711,513.0,,513.0,POINT (-89.607711 39.860188),513.0,MLF,-89.607711,39.860188,289.744360452
De Soto,IL,62924,37.8417,-89.258,490.0,,490.0,POINT (-89.258 37.8417),490.0,MLF,-89.258,37.8417,564.406216545
Sumner,IL,62466,38.7167,-87.8063,2311.0,,2311.0,POINT (-87.8063 38.7167),2311.0,MLF,-87.8063,38.7167,152.289886805
East Moline,IL,61244,41.53629,-90.3766,511.0,,511.0,POINT (-90.3766 41.53629),511.0,MLF,-90.3766,41.53629,480.863032653
Decatur,IL,62522,39.8245,-89.0432,501.0,,501.0,POINT (-89.0432 39.8245),501.0,MLF,-89.0432,39.8245,443.792085923
Fairfield,IL,62837,38.38,-88.447,2319.0,,2319.0,POINT (-88.447 38.38),2319.0,MLF,-88.447,38.38,484.888330195
Thompsonville,IL,62890,37.875604,-88.702646,2320.0,,2320.0,POINT (-88.702646 37.875604),2320.0,MLF,-88.702646,37.875604,323.854701039
Morrison,IL,61270,41.79635,-89.88612,2314.0,,2314.0,POINT (-89.88612 41.79635),2314.0,MLF,-89.88612,41.79635,224.476285393
Rockford,IL,61109,42.1597,-89.0554,2323.0,,2323.0,POINT (-89.0554 42.1597),2323.0,MLF,-89.0554,42.1597,692.806382506
Zion,IL,60099,42.48483,-87.88497,494.0,,494.0,POINT (-87.88497 42.48483),494.0,MLF,-87.88497,42.48483,1158.459673825
Columbus,IN,47201,39.127,-85.9225,10462.0,,10462.0,POINT (-85.9225 39.127),10462.0,MLF,-85.9225,39.127,332.361685956
Winslow,IN,47598,38.33,-87.15,532.0,,532.0,POINT (-87.15 38.33),532.0,MLF,-87.15,38.33,230.338260095
Morristown,IN,46161,39.686,-85.723,533.0,,533.0,POINT (-85.723 39.686),533.0,MLF,-85.723,39.686,705.687025568
Borden,IN,47106,38.444,-85.847,535.0,,535.0,POINT (-85.847 38.444),535.0,MLF,-85.847,38.444,932.068226143
Frankfort,IN,46041,40.326,-86.559,552.0,,552.0,POINT (-86.559 40.326),552.0,MLF,-86.559,40.326,1042.681140761
Columbus,IN,47201,39.2098,-85.9475,2406.0,,2406.0,POINT (-85.9475 39.2098),2406.0,MLF,-85.9475,39.2098,340.09878982
Argos,IN,46501,41.16767,-86.23489,536.0,,536.0,POINT (-86.23489 41.16767),536.0,MLF,-86.23489,41.16767,151.68373675499998
Montgomery,IN,47558,38.62371,-87.04515,538.0,,538.0,POINT (-87.04515 38.62371),538.0,MLF,-87.04515,38.62371,340.273629737
Greensburg,IN,47240,39.30695,-85.42849,539.0,,539.0,POINT (-85.42849 39.30695),539.0,MLF,-85.42849,39.30695,160.89823693
Elkhart,IN,46517,41.62324,-85.97372,540.0,,540.0,POINT (-85.97372 41.62324),540.0,MLF,-85.97372,41.62324,315.011798213
Elkhart,IN,46517,41.6335,-85.9775,542.0,,542.0,POINT (-85.9775 41.6335),542.0,MLF,-85.9775,41.6335,522.632254646
New Castle,IN,47362,39.88778,-85.37626,545.0,,545.0,POINT (-85.37626 39.88778),545.0,MLF,-85.37626,39.88778,718.275816157
Claypool,IN,46510,41.1165,-85.7869,561.0,,561.0,POINT (-85.7869 41.1165),561.0,MLF,-85.7869,41.1165,450.938326621
Portland,IN,47371,40.376,-85.093,547.0,,547.0,POINT (-85.093 40.376),547.0,MLF,-85.093,40.376,225.99780107700002
Evansville,IN,47720,38.0411,-87.6485,1943.0,,1943.0,POINT (-87.6485 38.0411),1943.0,MLF,-87.6485,38.0411,1323.37250628
Monticello,IN,47960,40.886,-86.7,1938.0,,1938.0,POINT (-86.7 40.886),1938.0,MLF,-86.7,40.886,209.976789958
Medora,IN,47260,38.8671,-86.1997,562.0,,562.0,POINT (-86.1997 38.8671),562.0,MLF,-86.1997,38.8671,796.466402941
Fort Wayne,IN,46809,41.03109,-85.21634,554.0,,554.0,POINT (-85.21634 41.03109),554.0,MLF,-85.21634,41.03109,504.9507003
Richmond,IN,47374,39.8512,-84.8315,555.0,,555.0,POINT (-84.8315 39.8512),555.0,MLF,-84.8315,39.8512,445.660893156
Brook,IN,47922,40.9263,-87.3487,2421.0,,2421.0,POINT (-87.3487 40.9263),2421.0,MLF,-87.3487,40.9263,281.586629557
Logansport,IN,46947,40.71977,-86.3462,556.0,,556.0,POINT (-86.3462 40.71977),556.0,MLF,-86.3462,40.71977,160.658369019
Bremen,IN,46506,41.5005,-86.1725,559.0,,559.0,POINT (-86.1725 41.5005),559.0,MLF,-86.1725,41.5005,724.958476679
Modoc,IN,47358,40.07745,-85.11042,560.0,,560.0,POINT (-85.11042 40.07745),560.0,MLF,-85.11042,40.07745,554.40712167
Indianapolis,IN,46221,39.72794,-86.20847,1939.0,,1939.0,POINT (-86.20847 39.72794),1939.0,MLF,-86.20847,39.72794,4056.363363714
Pimento,IN,47866,39.3055,-87.3315,2281.0,,2281.0,POINT (-87.3315 39.3055),2281.0,MLF,-87.3315,39.3055,662.4934821960001
Tipton,IN,46072,40.2616,-86.016243,566.0,,566.0,POINT (-86.016243 40.2616),566.0,MLF,-86.016243,40.2616,1990.710619862
Danville,IN,46122,39.75,-86.5,567.0,,567.0,POINT (-86.5 39.75),567.0,MLF,-86.5,39.75,1329.888571798
Fort Wayne,IN,46804,41.0387,-85.2112,568.0,,568.0,POINT (-85.2112 41.0387),568.0,MLF,-85.2112,41.0387,1520.428513126
Wabash,IN,46992,40.822,-85.8,570.0,,570.0,POINT (-85.8 40.822),570.0,MLF,-85.8,40.822,405.577455372
Salem,IN,47167,38.6405,-86.1233,572.0,,572.0,POINT (-86.1233 38.6405),572.0,MLF,-86.1233,38.6405,246.34841147
Clinton,IN,47842,39.6938,-87.4139,573.0,,573.0,POINT (-87.4139 39.6938),573.0,MLF,-87.4139,39.6938,291.268951948
La Harpe,KS,66751,37.90316,-95.2808,645.0,,645.0,POINT (-95.2808 37.90316),645.0,MLF,-95.2808,37.90316,43.703644534999995
Kiowa,KS,67070,37.110916,-98.565688,21180.0,,21180.0,POINT (-98.565688 37.110916),21180.0,MLF,-98.565688,37.110916,94.312550145
Great Bend,KS,67530,38.41,-98.708,646.0,,646.0,POINT (-98.708 38.41),646.0,MLF,-98.708,38.41,113.799800435
El Dorado,KS,67042,37.76591,-96.89779,637.0,,637.0,POINT (-96.89779 37.76591),637.0,MLF,-96.89779,37.76591,1268.812885095
Chanute,KS,66720,37.667198,-95.42963,642.0,,642.0,POINT (-95.42963 37.667198),642.0,MLF,-95.42963,37.667198,55.00382297
St. Francis,KS,67756,39.76449,-101.667657,21175.0,,21175.0,POINT (-101.667657 39.76449),21175.0,MLF,-101.667657,39.76449,46.12077309
Oakley,KS,67748,39.106552,-100.838715,21181.0,,21181.0,POINT (-100.838715 39.106552),21181.0,MLF,-100.838715,39.106552,
Sharon Springs,KS,67758,38.858327,-101.748016,21179.0,,21179.0,POINT (-101.748016 38.858327),21179.0,MLF,-101.748016,38.858327,6.9318758
Ashland,KS,67831,37.1783,-99.78775,21185.0,,21185.0,POINT (-99.78775 37.1783),21185.0,MLF,-99.78775,37.1783,61.16703184
Clay Center,KS,67432,39.4228,-97.1402,647.0,,647.0,POINT (-97.1402 39.4228),647.0,MLF,-97.1402,39.4228,119.322626824
Burlington,KS,66839,38.2065,-95.708,648.0,,648.0,POINT (-95.708 38.2065),648.0,MLF,-95.708,38.2065,73.555376075
Oberlin,KS,67749,39.83217,-100.43927,21192.0,,21192.0,POINT (-100.43927 39.83217),21192.0,MLF,-100.43927,39.83217,75.148761287
Garden City,KS,67846,37.94,-100.767,650.0,,650.0,POINT (-100.767 37.94),650.0,MLF,-100.767,37.94,143.314888249
Dodge City,KS,67801,37.8642,-100.0495,11841.0,,11841.0,POINT (-100.0495 37.8642),11841.0,MLF,-100.0495,37.8642,105.424294414
Park,KS,67751,39.07573,-100.37527,21191.0,,21191.0,POINT (-100.37527 39.07573),21191.0,MLF,-100.37527,39.07573,24.62346125
Hill City,KS,67642,39.3345,-99.841,652.0,,652.0,POINT (-99.841 39.3345),652.0,MLF,-99.841,39.3345,
Syracause,KS,67878,37.999689,-101.769505,21183.0,,21183.0,POINT (-101.769505 37.999689),21183.0,MLF,-101.769505,37.999689,98.106541115
Lawrence,KS,66044,39.0465,-95.2626,664.0,,664.0,POINT (-95.2626 39.0465),664.0,MLF,-95.2626,39.0465,465.09978122900003
Sublette,KS,67877,37.488696,-100.832037,21187.0,,21187.0,POINT (-100.832037 37.488696),21187.0,MLF,-100.832037,37.488696,42.202369893
Jetmore,KS,67854,38.079142,-99.863964,21174.0,,21174.0,POINT (-99.863964 38.079142),21174.0,MLF,-99.863964,38.079142,8.556153812
Shawnee,KS,66217,39.04226,-94.79455,640.0,,640.0,POINT (-94.79455 39.04226),640.0,MLF,-94.79455,39.04226,4277.678494469
Lakin,KS,67860,37.960388,-101.306279,21177.0,,21177.0,POINT (-101.306279 37.960388),21177.0,MLF,-101.306279,37.960388,12.55063865
Greensburg,KS,67054,37.533855,-99.294238,21182.0,,21182.0,POINT (-99.294238 37.533855),21182.0,MLF,-99.294238,37.533855,19.389502464
Winona,KS,67764,38.99283,-101.18315,21194.0,,21194.0,POINT (-101.18315 38.99283),21194.0,MLF,-101.18315,38.99283,11.50511087
McPherson,KS,67460,38.4784,-97.6536,20754.0,,20754.0,POINT (-97.6536 38.4784),20754.0,MLF,-97.6536,38.4784,273.991262145
Cimarron,KS,,37.063748,-101.76376,21184.0,,21184.0,POINT (-101.76376 37.063748),21184.0,MLF,-101.76376,37.063748,80.883479225
Ness City,KS,67560,38.53504,-99.90702,21189.0,,21189.0,POINT (-99.90702 38.53504),21189.0,MLF,-99.90702,38.53504,21.640813468
Arcadia,KS,66711,37.62973,-94.64125,668.0,,668.0,POINT (-94.64125 37.62973),668.0,MLF,-94.64125,37.62973,245.745070023
Osborne,KS,67473,39.34949,-98.70699,21195.0,,21195.0,POINT (-98.70699 39.34949),21195.0,MLF,-98.70699,39.34949,16.94975933
Phillipsburg,KS,67661,39.747,-99.3385,656.0,,656.0,POINT (-99.3385 39.747),656.0,MLF,-99.3385,39.747,23.518043582
Harper,KS,67058,37.373,-97.961,11320.0,,11320.0,POINT (-97.961 37.373),11320.0,MLF,-97.961,37.373,55.657093943
Pratt,KS,67124,37.612,-98.7325,657.0,,657.0,POINT (-98.7325 37.612),657.0,MLF,-98.7325,37.612,49.17119672
Atwood,KS,67730,39.78478,-101.05018,21172.0,,21172.0,POINT (-101.05018 39.78478),21172.0,MLF,-101.05018,39.78478,24.71648489
Hutchinson,KS,67501,38.04,-98.0,643.0,,643.0,POINT (-98 38.04),643.0,MLF,-98.0,38.04,300.720055049
Cherryvale,KS,67335,37.212,-95.58,666.0,,666.0,POINT (-95.58 37.212),666.0,MLF,-95.58,37.212,215.34757649
Topeka,KS,66618,39.17906,-95.72004,667.0,,667.0,POINT (-95.72004 39.17906),667.0,MLF,-95.72004,39.17906,734.515719648
Plainville,KS,67663,39.307,-99.305,658.0,,658.0,POINT (-99.305 39.307),658.0,MLF,-99.305,39.307,22.48027292
Rush Center,KS,67575,38.368405,-99.269851,21178.0,,21178.0,POINT (-99.269851 38.368405),21178.0,MLF,-99.269851,38.368405,14.281032
Russell,KS,67665,38.957525,-98.848158,659.0,,659.0,POINT (-98.848158 38.957525),659.0,MLF,-98.848158,38.957525,31.9735139
Salina,KS,67401,38.7581,-97.6868,635.0,,635.0,POINT (-97.6868 38.7581),635.0,MLF,-97.6868,38.7581,258.329385011
Liberal,KS,67901,37.04836,-100.90394,660.0,,660.0,POINT (-100.90394 37.04836),660.0,MLF,-100.90394,37.04836,95.621452065
Goodland,KS,,39.16651,-101.76471,21193.0,,21193.0,POINT (-101.76471 39.16651),21193.0,MLF,-101.76471,39.16651,
Lebanon,KS,66952,39.802005,-98.699323,21176.0,,21176.0,POINT (-98.699323 39.802005),21176.0,MLF,-98.699323,39.802005,33.764661169
Johnson,KS,,37.60468,-101.773196,21186.0,,21186.0,POINT (-101.773196 37.60468),21186.0,MLF,-101.773196,37.60468,7.178049933
Hugoton,KS,67951,37.193771,-101.331164,21190.0,,21190.0,POINT (-101.331164 37.193771),21190.0,MLF,-101.331164,37.193771,18.082231717
Colby,KS,67701,39.389559,-101.006313,21173.0,,21173.0,POINT (-101.006313 39.389559),21173.0,MLF,-101.006313,39.389559,32.096904312
Wakeeney,KS,67672,38.958,-99.898,661.0,,661.0,POINT (-99.898 38.958),661.0,MLF,-99.898,38.958,14.13408326
Tribune,KS,67879,38.485273,-101.744279,21188.0,,21188.0,POINT (-101.744279 38.485273),21188.0,MLF,-101.744279,38.485273,4.860555895
Leoti,KS,67861,38.45251,-101.34195,662.0,,662.0,POINT (-101.34195 38.45251),662.0,MLF,-101.34195,38.45251,29.705371761
Walton,KY,41094,38.8631,-84.656,669.0,,669.0,POINT (-84.656 38.8631),669.0,MLF,-84.656,38.8631,1630.01379483
Frankfort,KY,40601,38.13136,-84.9807,675.0,,675.0,POINT (-84.9807 38.13136),675.0,MLF,-84.9807,38.13136,499.319360517
Irvine,KY,40336,37.7269,-83.9855,674.0,,674.0,POINT (-83.9855 37.7269),674.0,MLF,-83.9855,37.7269,348.17265076900003
Ashland,KY,41102,38.3718,-82.747,11460.0,,11460.0,POINT (-82.747 38.3718),11460.0,MLF,-82.747,38.3718,521.030180893
Georgetown,KY,40324,38.346693,-84.545753,11480.0,,11480.0,POINT (-84.545753 38.346693),11480.0,MLF,-84.545753,38.346693,1718.672106089
Williamstown,KY,41097,38.6138,-84.5331,684.0,,684.0,POINT (-84.5331 38.6138),684.0,MLF,-84.5331,38.6138,25.965165528
Glasgow,KY,42141,36.9857,-85.956,680.0,,680.0,POINT (-85.956 36.9857),680.0,MLF,-85.956,36.9857,955.9899646910001
Ashland,KY,41102,38.399,-82.811,672.0,,672.0,POINT (-82.811 38.399),672.0,MLF,-82.811,38.399,371.769961487
Elizabethtown,KY,42701,37.7361,-85.6994,695.0,,695.0,POINT (-85.6994 37.7361),695.0,MLF,-85.6994,37.7361,544.641936757
White Plains,KY,42464,37.1408,-87.3996,11681.0,,11681.0,POINT (-87.3996 37.1408),11681.0,MLF,-87.3996,37.1408,471.617473328
Lily,KY,40740,37.01111,-84.07897,688.0,,688.0,POINT (-84.07897 37.01111),688.0,MLF,-84.07897,37.01111,690.504817017
Maysville,KY,41056,38.59011,-83.71531,2158.0,,2158.0,POINT (-83.71531 38.59011),2158.0,MLF,-83.71531,38.59011,97.242489647
Morehead,KY,40351,38.189024,-83.542983,685.0,,685.0,POINT (-83.542983 38.189024),685.0,MLF,-83.542983,38.189024,216.307091293
Bardstown,KY,40004,37.8169,-85.5392,2337.0,,2337.0,POINT (-85.5392 37.8169),2337.0,MLF,-85.5392,37.8169,414.27070519
Beaver Dam,KY,42320,37.408,-86.9325,696.0,,696.0,POINT (-86.9325 37.408),696.0,MLF,-86.9325,37.408,417.750820039
Louisville,KY,40219,38.13577,-85.71612,681.0,,681.0,POINT (-85.71612 38.13577),681.0,MLF,-85.71612,38.13577,2762.502312158
Varney,KY,41571,37.5816,-82.4414,683.0,,683.0,POINT (-82.4414 37.5816),683.0,MLF,-82.4414,37.5816,920.979502325
Burnside,KY,42519,36.947,-84.54666,689.0,,689.0,POINT (-84.54666 36.947),689.0,MLF,-84.54666,36.947,345.087308325
Jeffersonville,KY,40337,37.9506,-83.9529,679.0,,679.0,POINT (-83.9529 37.9506),679.0,MLF,-83.9529,37.9506,413.706331927
Butler,KY,41006,38.732,-84.41,682.0,,682.0,POINT (-84.41 38.732),682.0,MLF,-84.41,38.732,133.047785132
Stanford,KY,40484,37.47,-84.6599,690.0,,690.0,POINT (-84.6599 37.47),690.0,MLF,-84.6599,37.47,530.582686515
Sulphur,KY,40070,38.505,-85.29,670.0,,670.0,POINT (-85.29 38.505),670.0,MLF,-85.29,38.505,723.72285263
Calvert City,KY,42029,37.0514,-88.3961,693.0,,693.0,POINT (-88.3961 37.0514),693.0,MLF,-88.3961,37.0514,559.787575743
Owensboro,KY,42301,37.667,-87.28,699.0,,699.0,POINT (-87.28 37.667),699.0,MLF,-87.28,37.667,625.066314041
Mayfield,KY,42066,36.7149,-88.6748,692.0,,692.0,POINT (-88.6748 36.7149),692.0,MLF,-88.6748,36.7149,309.46899154700003
Taylorsville,KY,40071,38.1016,-85.4458,691.0,,691.0,POINT (-85.4458 38.1016),691.0,MLF,-85.4458,38.1016,577.976315772
Egan,LA,70531,30.2546,-92.5306,713.0,,713.0,POINT (-92.5306 30.2546),713.0,MLF,-92.5306,30.2546,291.473175238
Franklinton,LA,70438,30.87724,-90.03477,718.0,,718.0,POINT (-90.03477 30.87724),718.0,MLF,-90.03477,30.87724,1390.803707852
Sorrento,LA,70778,30.149167,-90.872778,720.0,,720.0,POINT (-90.872778 30.149167),720.0,MLF,-90.872778,30.149167,1244.486732118
Zachary,LA,70791,30.599,-91.234,730.0,,730.0,POINT (-91.234 30.599),730.0,MLF,-91.234,30.599,1219.572438869
Berwick,LA,70342,29.68,-91.242,723.0,,723.0,POINT (-91.242 29.68),723.0,MLF,-91.242,29.68,347.92532879099997
Welsh,LA,70591,30.27083,-92.865,712.0,,712.0,POINT (-92.865 30.27083),712.0,MLF,-92.865,30.27083,708.677824146
Avondale,LA,70094,29.926,-90.254,725.0,,725.0,POINT (-90.254 29.926),725.0,MLF,-90.254,29.926,2400.441279812
Livingston,LA,70754,30.4799,-90.748,2422.0,,2422.0,POINT (-90.748 30.4799),2422.0,MLF,-90.748,30.4799,143.552119622
Monroe,LA,71202,32.478,-91.998,707.0,,707.0,POINT (-91.998 32.478),707.0,MLF,-91.998,32.478,539.552119304
Mansfield,LA,71052,32.06,-93.592,705.0,,705.0,POINT (-93.592 32.06),705.0,MLF,-93.592,32.06,146.325632065
Torbert,LA,70762,30.55,-91.47,729.0,,729.0,POINT (-91.47 30.55),729.0,MLF,-91.47,30.55,164.286326573
Avondale,LA,70094,29.932,-90.258,2289.0,,2289.0,POINT (-90.258 29.932),2289.0,MLF,-90.258,29.932,734.694783717
Many,LA,71443,31.6155,-93.555,710.0,,710.0,POINT (-93.555 31.6155),710.0,MLF,-93.555,31.6155,353.111450935
Washington,LA,70589,30.68627,-92.06458,714.0,,714.0,POINT (-92.06458 30.68627),714.0,MLF,-92.06458,30.68627,458.986210711
Independence,LA,70443,30.6862,-90.5653,717.0,,717.0,POINT (-90.5653 30.6862),717.0,MLF,-90.5653,30.6862,496.959377486
St. Joseph,LA,71366,31.987,-91.271,708.0,,708.0,POINT (-91.271 31.987),708.0,MLF,-91.271,31.987,277.462544706
Oakdale,LA,71463,30.8669,-92.607,12041.0,,12041.0,POINT (-92.607 30.8669),12041.0,MLF,-92.607,30.8669,672.165829127
Farmerville,LA,71241,32.818,-92.386,702.0,,702.0,POINT (-92.386 32.818),702.0,MLF,-92.386,32.818,318.0565423
Abbeville,LA,70510,30.03,-92.1364,722.0,,722.0,POINT (-92.1364 30.03),722.0,MLF,-92.1364,30.03,1474.52014055
Minden,LA,71055,32.628,-93.394,701.0,,701.0,POINT (-93.394 32.628),701.0,MLF,-93.394,32.628,451.062668237
Oak Grove,LA,71263,32.7635,-91.3464,703.0,,703.0,POINT (-91.3464 32.7635),703.0,MLF,-91.3464,32.7635,88.189388767
Monroe,LA,71203,32.49697,-91.98176,706.0,,706.0,POINT (-91.98176 32.49697),706.0,MLF,-91.98176,32.49697,229.159324889
Walker,LA,70785,30.48846,-90.82688,716.0,,716.0,POINT (-90.82688 30.48846),716.0,MLF,-90.82688,30.48846,858.205159083
Keithville,LA,71047,32.38072,-93.90013,700.0,,700.0,POINT (-93.90013 32.38072),700.0,MLF,-93.90013,32.38072,1120.509822364
Bourne,MA,2532,41.728,-70.5813,774.0,,774.0,POINT (-70.5813 41.728),774.0,MLF,-70.5813,41.728,1169.718005568
Braintree,MA,2184,42.207276,-70.997994,1834.0,,1834.0,POINT (-70.997994 42.207276),1834.0,MLF,-70.997994,42.207276,8981.640366932
Chicopee,MA,1020,42.1659,-72.538,775.0,,775.0,POINT (-72.538 42.1659),775.0,MLF,-72.538,42.1659,2435.848329658
New Bedford,MA,2745,41.725,-70.982,788.0,,788.0,POINT (-70.982 41.725),788.0,MLF,-70.982,41.725,690.747014741
Westminster,MA,1473,42.53596,-71.85388,787.0,,787.0,POINT (-71.85388 42.53596),787.0,MLF,-71.85388,42.53596,1845.389781791
Haverhill,MA,1835,42.76464,-71.12504,10660.0,,10660.0,POINT (-71.12504 42.76464),10660.0,MLF,-71.12504,42.76464,3768.051638762
Middleborough,MA,2346,41.9257,-70.83147,20703.0,,20703.0,POINT (-70.83147 41.9257),20703.0,MLF,-70.83147,41.9257,947.3227895269999
Nantucket,MA,2554,41.279,-70.165,790.0,,790.0,POINT (-70.165 41.279),790.0,MLF,-70.165,41.279,292.699493318
Sturbridge,MA,1556,42.043815,-72.118011,21141.0,,21141.0,POINT (-72.118011 42.043815),21141.0,MLF,-72.118011,42.043815,1187.5454960069999
Taunton,MA,2780,41.9223,-71.0836,786.0,,786.0,POINT (-71.0836 41.9223),786.0,MLF,-71.0836,41.9223,1156.786225909
Marriottsville,MD,21104,39.305776,-76.898803,734.0,,734.0,POINT (-76.898803 39.305776),734.0,MLF,-76.898803,39.305776,954.464422359
Hurlock,MD,21643,38.6735,-75.8994,10120.0,,10120.0,POINT (-75.8994 38.6735),10120.0,MLF,-75.8994,38.6735,133.934120397
Upper Marlboro,MD,20774,38.851,-76.789,741.0,,741.0,POINT (-76.789 38.851),741.0,MLF,-76.789,38.851,8426.823058252
Elkton,MD,21921,39.5969,-75.9136,742.0,,742.0,POINT (-75.9136 39.5969),742.0,MLF,-75.9136,39.5969,1525.244386116
Newark,MD,21841,38.2159,-75.3186,738.0,,738.0,POINT (-75.3186 38.2159),738.0,MLF,-75.3186,38.2159,307.999576295
Waldorf,MD,20602,38.572,-76.886,744.0,,744.0,POINT (-76.886 38.572),744.0,MLF,-76.886,38.572,1780.877328111
